text,cleaned_text
lmao avani i went to the bathroom and my ads exploded,"['lmao', 'avani', 'went', 'bathroom', 'ads', 'exploded']"
I'm furious this has not exploded across all media outlets ... Where's ??? https://t.co/OA8eMDnj1R,"['furious', 'exploded', 'across', 'media', 'outlets']"
"#OnThisDay in 1976 the IRA murdered Ian Gallagher, 41. Married father of 3. Owner of do-it-yourself shop in North Street…","['onthisday', 'ira', 'murdered', 'ian', 'gallagher', 'married', 'father', 'owner', 'shop', 'north', 'street']"
The largest bomb in the 3-4 decades to explode in #Stockholm #Sweden detonated tonight in the city’s richest area #Österma…,"['largest', 'bomb', 'decades', 'explode', 'stockholm', 'sweden', 'detonated', 'tonight', 'city', 'richest', 'area', 'sterma']"
The lady who got breast implants and they exploded on the plane https://t.co/xO672Cy8zx,"['lady', 'got', 'breast', 'implants', 'exploded', 'plane']"
I had an answer. You still haven’t provided one. Science says that matter can’t be created nor destr… https://t.co/9lWvrixYEj,"['answer', 'still', 'provided', 'one', 'science', 'says', 'matter', 'created', 'destr']"
bruh that genny exploded about 87 times that game lol #NintendoSwitch https://t.co/HJsDQvBPrL,"['bruh', 'genny', 'exploded', 'times', 'game', 'lol', 'nintendoswitch']"
Mouse or mole? From the images it looks like a whole underground network tunnel exploded which may… https://t.co/a7PudULPik,"['mouse', 'mole', 'images', 'looks', 'like', 'whole', 'underground', 'network', 'tunnel', 'exploded', 'may']"
1 of the blades on my fan literally just like exploded and woke me up and I stg I thought I was being shot at that… https://t.co/W06uEVm3yB,"['blades', 'fan', 'literally', 'like', 'exploded', 'woke', 'stg', 'thought', 'shot']"
my fucken heart exploded with happiness ima cry,"['fucken', 'heart', 'exploded', 'happiness', 'ima', 'cry']"
"A hand grenade exploded inside Camp Aguinaldo in Quezon City, hurting a soldier, his wife, and one of their children, t…","['hand', 'grenade', 'exploded', 'inside', 'camp', 'aguinaldo', 'quezon', 'city', 'hurting', 'soldier', 'wife', 'one', 'children']"
Oxford just exploded I think,"['oxford', 'exploded', 'think']"
"Walked into the office, was about to set up and my laptop/battery exploded","['walked', 'office', 'set', 'laptop', 'battery', 'exploded']"
"holy shit, and this was what CUHK students got. this was sent to me by CUHK students and its’… https://t.co/E9ke5qN4VE","['holy', 'shit', 'cuhk', 'students', 'got', 'sent', 'cuhk', 'students']"
I would have thought most of the loos would have exploded - unless they are extra heavy duty?,"['would', 'thought', 'loos', 'would', 'exploded', 'unless', 'extra', 'heavy', 'duty']"
This happened to me before. A ragtag alliance from both sides was brawling some kind of Computational Eagles orbiti… https://t.co/gdn1Ke1cB7,"['happened', 'ragtag', 'alliance', 'sides', 'brawling', 'kind', 'computational', 'eagles', 'orbiti']"
"On the stretcher, hearts exploded. Minutes left, a nurse holds his hand. 'u no I wud'","['stretcher', 'hearts', 'exploded', 'minutes', 'left', 'nurse', 'holds', 'hand', 'u', 'wud']"
The Internet of Things explosion! #iot #innovation #IIoT #startup #SMM #Industry40 #CyberSecurity #fintech #wear…,"['internet', 'things', 'explosion', 'iot', 'innovation', 'iiot', 'startup', 'smm', 'industry', 'cybersecurity', 'fintech', 'wear']"
"btw what the heck happened s an explosion box , baby don’t kill me 😂","['btw', 'heck', 'happened', 'explosion', 'box', 'baby', 'kill']"
Two Belgian soldiers currently serving in #Mali were injured when their vehicle Dingo II (MPPV) drove over an Improvise…,"['two', 'belgian', 'soldiers', 'currently', 'serving', 'mali', 'injured', 'vehicle', 'dingo', 'ii', 'mppv', 'drove', 'improvise']"
"Watch: An enormous sinkhole swallowed a bus and pedestrians in northwest China, sparking an explosion, killing six peopl…","['watch', 'enormous', 'sinkhole', 'swallowed', 'bus', 'pedestrians', 'northwest', 'china', 'sparking', 'explosion', 'killing', 'six', 'peopl']"
Look beyond the headline. It is really worth reading this quick article to appreciate just how staggeringly LOUD L… https://t.co/r2yZqtpuAi,"['look', 'beyond', 'headline', 'really', 'worth', 'reading', 'quick', 'article', 'appreciate', 'staggeringly', 'loud', 'l']"
"There has been an explosion at a chemical factory in Zhuhai, South China's Guangdong. As of 3:00 pm Tuesday, the fire has not…","['explosion', 'chemical', 'factory', 'zhuhai', 'south', 'china', 'guangdong', 'pm', 'tuesday', 'fire']"
Family’s Whirlpool Refrigerator Explodes Inside Their Home https://t.co/5ylNb5cmd2,"['family', 'whirlpool', 'refrigerator', 'explodes', 'inside', 'home']"
"Watch: An enormous sinkhole swallowed a bus and pedestrians in northwest China, sparking an explosion, killing six… https://t.co/YFQ2JYZrgC","['watch', 'enormous', 'sinkhole', 'swallowed', 'bus', 'pedestrians', 'northwest', 'china', 'sparking', 'explosion', 'killing', 'six']"
"President Muhammadu Buhari has expressed deep sadness over the gas explosion which led to the death of the Chairman, Nigeria…","['president', 'muhammadu', 'buhari', 'expressed', 'deep', 'sadness', 'gas', 'explosion', 'led', 'death', 'chairman', 'nigeria']"
Fat Fox Fanclub x Gorge (disc 2) | Terminal Explosion https://t.co/WDXJyr42zn,"['fat', 'fox', 'fanclub', 'x', 'gorge', 'disc', 'terminal', 'explosion']"
Why won't my blue_aura_Explosion spawn!?!?!? Because the naming convention is aura_blue_Explosion ... #indiedev https:…,"['blue', 'aura', 'explosion', 'spawn', 'naming', 'convention', 'aura', 'blue', 'explosion', 'indiedev']"
China: At least six dead as huge sinkhole swallows bus and pedestrians - Footage posted on social media shows an ex… https://t.co/Fuei3P9d0y,"['china', 'least', 'six', 'dead', 'huge', 'sinkhole', 'swallows', 'bus', 'pedestrians', 'footage', 'posted', 'social', 'media', 'shows', 'ex']"
(the explosion &amp; implosion occur with each new enemy phaselocked too its GREAT),"['explosion', 'amp', 'implosion', 'occur', 'new', 'enemy', 'phaselocked', 'great']"
2020 might be worse than 2019. • WW3 threats. • Taal Volcano explosion after how many years. • Australia fire. • Indonesi…,"['might', 'worse', 'ww', 'threats', 'taal', 'volcano', 'explosion', 'many', 'years', 'australia', 'fire', 'indonesi']"
Have you seen our current exhibition yet?! An explosion of colour from pupils at with their exhibition “M…,"['seen', 'current', 'exhibition', 'yet', 'explosion', 'colour', 'pupils', 'exhibition']"
#BREAKINGNEWSNOW:(DEVELOPING)Talisay mayor Gerry Natanauan has requested the authorities for a total lockdown of hi… https://t.co/n0HiSMDOFi,"['breakingnewsnow', 'developing', 'talisay', 'mayor', 'gerry', 'natanauan', 'requested', 'authorities', 'total', 'lockdown', 'hi']"
"There must have been a coffee explosion on this carriage. Floor is plastered in it. The stench is overpowering, but has perked me up.","['must', 'coffee', 'explosion', 'carriage', 'floor', 'plastered', 'stench', 'overpowering', 'perked']"
“I see why gay people are celebrating the explosion” lmaooo 💀,"['see', 'gay', 'people', 'celebrating', 'explosion', 'lmaooo']"
nobody: absolutely nobody: every YouTuber ever: so a few people asked for this video 😂 *edit in 100 comments of p…,"['nobody', 'absolutely', 'nobody', 'every', 'youtuber', 'ever', 'people', 'asked', 'video', 'edit', 'comments', 'p']"
lol lol lol you should not blame or put your anger on taal volcano’s explosion. no can can predict nature’s rage.,"['lol', 'lol', 'lol', 'blame', 'put', 'anger', 'taal', 'volcano', 'explosion', 'predict', 'nature', 'rage']"
"Thread: ""How Pragya Thakur and Lt Col Purohit carried out the Malegaon bomb blast in 2008"" On 29 Sept near 2008, a bomb e…","['thread', 'pragya', 'thakur', 'lt', 'col', 'purohit', 'carried', 'malegaon', 'bomb', 'blast', 'sept', 'near', 'bomb', 'e']"
Let’s get the Starboy to 15k subscribers Before #AFROSERIES explosion 💥 Terri https://t.co/lmXx1YDqZI via,"['let', 'get', 'starboy', 'k', 'subscribers', 'afroseries', 'explosion', 'terri', 'via']"
The bomb was delivered with a massive wholesom… https://t.co/93laHMWBEY,"['bomb', 'delivered', 'massive', 'wholesom']"
The story that won't die. 2 more dogs. Cane Corsos. https://t.co/7oQxpwqIKh,"['story', 'die', 'dogs', 'cane', 'corsos']"
"My numbers on a 4000% increase in gender dysphoric children are not wrong, see study below. NIH, Los Angeles evaluating Pub…","['numbers', 'increase', 'gender', 'dysphoric', 'children', 'wrong', 'see', 'study', 'nih', 'los', 'angeles', 'evaluating', 'pub']"
"I'm not the gf who takes effort to do "" explosion box , reasons why ily , open when.. "" I'm sucha lazyyyyyy girl !! Even in this 🤣 ! Ugh","['gf', 'takes', 'effort', 'explosion', 'box', 'reasons', 'ily', 'open', 'sucha', 'lazyyyyyy', 'girl', 'even', 'ugh']"
Population explosion,"['population', 'explosion']"
when i phaselock an enemy it: - makes them fight their allies &amp; draws aggro - pulls enemies near - causes an explos… https://t.co/TLSANxwU5X,"['phaselock', 'enemy', 'makes', 'fight', 'allies', 'amp', 'draws', 'aggro', 'pulls', 'enemies', 'near', 'causes', 'explos']"
taehyung replying (on a weverse post) about the situation here in the Philippines (the explosion of taal) and said “late…,"['taehyung', 'replying', 'weverse', 'post', 'situation', 'philippines', 'explosion', 'taal', 'said', 'late']"
President Duterte flew back to Manila from Davao City this morning. Sen. Bong Go said they were the first to land in Manila…,"['president', 'duterte', 'flew', 'back', 'manila', 'davao', 'city', 'morning', 'sen', 'bong', 'go', 'said', 'first', 'land', 'manila']"
Marijuana has nothing to do with our homeless explosion. Fault for that is 100% on t… https://t.co/Xmu5I61NIh,"['marijuana', 'nothing', 'homeless', 'explosion', 'fault']"
"The sun is a big gas explosion waiting to happen at anytime. When it does, its lights out immediately.","['sun', 'big', 'gas', 'explosion', 'waiting', 'happen', 'anytime', 'lights', 'immediately']"
"If you convert one kilogram of mass into energy, you create 0.00009 zettajoules of energy. The world's largest nuclear…","['convert', 'one', 'kilogram', 'mass', 'energy', 'create', 'zettajoules', 'energy', 'world', 'largest', 'nuclear']"
"Huge explosion and fire in a chemical plant in Zhuhai today. The fire was not out by 3pm, People’s Daily reported, citing a vi…","['huge', 'explosion', 'fire', 'chemical', 'plant', 'zhuhai', 'today', 'fire', 'pm', 'people', 'daily', 'reported', 'citing', 'vi']"
Update: Phreatic explosion of Taal Volcano is still ongoing as of 4:30 PM https://t.co/gvn7Z806Wy,"['update', 'phreatic', 'explosion', 'taal', 'volcano', 'still', 'ongoing', 'pm']"
"f you are bored of ordinary gifts and looking for something unique to surprise your loved ones, explosion boxes are… https://t.co/Z4vlgSqwIN","['f', 'bored', 'ordinary', 'gifts', 'looking', 'something', 'unique', 'surprise', 'loved', 'ones', 'explosion', 'boxes']"
Except it hasn’t worked. People ha… https://t.co/F1fPjwqxGS,"['except', 'worked', 'people', 'ha']"
Massive bomb explosion tonight in #Stockholm #Sweden. Could be heard across the city. Must be the largest bomb in Sthlm in…,"['massive', 'bomb', 'explosion', 'tonight', 'stockholm', 'sweden', 'could', 'heard', 'across', 'city', 'must', 'largest', 'bomb', 'sthlm']"
Canal Blue TME now live in the Torque GT showroom... https://t.co/XfrEsK24UE In the past few years we’ve witnessed an explosi…,"['canal', 'blue', 'tme', 'live', 'torque', 'gt', 'showroom', 'past', 'years', 'witnessed', 'explosi']"
This explosion of practical effects in the restored original ending... you love to see it! https://t.co/syt1wZ0s7k,"['explosion', 'practical', 'effects', 'restored', 'original', 'ending', 'love', 'see']"
President Duterte on visiting areas affected by Taal Volcano explosion: Kainin ko pa yang ash fall na ya…,"['president', 'duterte', 'visiting', 'areas', 'affected', 'taal', 'volcano', 'explosion', 'kainin', 'ko', 'pa', 'yang', 'ash', 'fall', 'na', 'ya']"
So I just got woken up out of a dead sleep by the LOUDEST boom of thunder that sounded like an explosion and for li… https://t.co/rGa8rwyru7,"['got', 'woken', 'dead', 'sleep', 'loudest', 'boom', 'thunder', 'sounded', 'like', 'explosion', 'li']"
"#UPDATE Enormous sinkhole swallows a bus and pedestrians in northwest China, sparking an explosion. Six killed, four missing h…","['update', 'enormous', 'sinkhole', 'swallows', 'bus', 'pedestrians', 'northwest', 'china', 'sparking', 'explosion', 'six', 'killed', 'four', 'missing', 'h']"
My flight got cancelled going back to Manila today due to the Taal volcano explosion. Ashfall reaches Manila. Just want…,"['flight', 'got', 'cancelled', 'going', 'back', 'manila', 'today', 'due', 'taal', 'volcano', 'explosion', 'ashfall', 'reaches', 'manila', 'want']"
"""The point of the visit is basically to assess the damage and determine how we can best help... to find out what we can do to h…","['point', 'visit', 'basically', 'assess', 'damage', 'determine', 'best', 'help', 'find', 'h']"
New eyewitness has stepped forward to testify. https://t.co/BiQElyoHIm,"['new', 'eyewitness', 'stepped', 'forward', 'testify']"
This is devastating. It's an eyewitness from wild telling humans the stress and sufferings they faced 😢 https://t.co/L8IQmPdYjk,"['devastating', 'eyewitness', 'wild', 'telling', 'humans', 'stress', 'sufferings', 'faced']"
I'm always skeptical about eyewitness testimony even in a…,"['always', 'skeptical', 'eyewitness', 'testimony', 'even']"
I'm always skeptical about eyewitness testimony eve… https://t.co/9fuheOcD8g,"['always', 'skeptical', 'eyewitness', 'testimony', 'eve']"
People have talked about the “five observables“....but back in 2014 The members of ITF put together their own list of…,"['people', 'talked', 'five', 'observables', 'back', 'members', 'itf', 'put', 'together', 'list']"
"If you are not an eyewitness, you are a false witness (Exodus 20:16). If you didn’t see it, you shouldn’t be gossippin…","['eyewitness', 'false', 'witness', 'exodus', 'see', 'gossippin']"
PLP Leader calls PM a hypocrite on campaign finance reform pledge - EyeWitness News #campaignfinance https://t.co/Mq2g7iv8ZT,"['plp', 'leader', 'calls', 'pm', 'hypocrite', 'campaign', 'finance', 'reform', 'pledge', 'eyewitness', 'news', 'campaignfinance']"
".. piece was part of a consignment delivered to Pak Army. This was promptly shared with the US. Unsurprisingly, the US refuse…","['piece', 'part', 'consignment', 'delivered', 'pak', 'army', 'promptly', 'shared', 'us', 'unsurprisingly', 'us', 'refuse']"
I’m going to start watching eyewitness news now 😂😂🤣😂 https://t.co/VAyrdlTJeM,"['going', 'start', 'watching', 'eyewitness', 'news']"
"If you are not an eyewitness, you are a false witness (Exodus 20:16). If you didn’t see it, you shouldn’t be gossippin…","['eyewitness', 'false', 'witness', 'exodus', 'see', 'gossippin']"
"Akira Kurosawa's movie, which told conflicting versions of four eyewitness accounts of a murder and rape in 8th century Japan, won…","['akira', 'kurosawa', 'movie', 'told', 'conflicting', 'versions', 'four', 'eyewitness', 'accounts', 'murder', 'rape', 'th', 'century', 'japan']"
"Interesting take, Pastor John. I take it you are saying the entire gospel of Luke (and also the Acts of the Apostles) shou…","['interesting', 'take', 'pastor', 'john', 'take', 'saying', 'entire', 'gospel', 'luke', 'also', 'acts', 'apostles', 'shou']"
do it for tony #WeWantEyewitnessSeason2,"['tony', 'wewanteyewitnessseason']"
You know what’s scary af? The 2 types of evidence jurors find most persuasive are the *most* unreliable - confessions an…,"['know', 'scary', 'af', 'types', 'evidence', 'jurors', 'find', 'persuasive', 'unreliable', 'confessions']"
"The only eyewitness alive, He was even there yesterday for another homicide https://t.co/Ds9FkLQ7mc","['eyewitness', 'alive', 'even', 'yesterday', 'another', 'homicide']"
"This seems to be an eyewitness account, really","['seems', 'eyewitness', 'account', 'really']"
"Bob Wall, an employee of Arsenal F.C since 1928, worked as an assistant to Herbert Chapman, then Secretary, General… https://t.co/aAcqLz9Ogl","['bob', 'wall', 'employee', 'arsenal', 'f', 'c', 'since', 'worked', 'assistant', 'herbert', 'chapman', 'secretary', 'general']"
. investigates whether changes could be coming for officers who are supposed to help keep your children safe at school.…,"['investigates', 'whether', 'changes', 'could', 'coming', 'officers', 'supposed', 'help', 'keep', 'children', 'safe', 'school']"
The Philippine maid recording the video was arrested! #HKpolice is trying to silence an #eyewitness!! https://t.co/olT6x4MLTW,"['philippine', 'maid', 'recording', 'video', 'arrested', 'hkpolice', 'trying', 'silence', 'eyewitness']"
What could she have done?! EYEWITNESS?!,"['could', 'done', 'eyewitness']"
"#ColoradoDrones Hey guys, been through 50 articles and still don't have an answer. What kind of drones are being flown o…","['coloradodrones', 'hey', 'guys', 'articles', 'still', 'answer', 'kind', 'drones', 'flown']"
"You're putting a lot of weight on the phrase ""with knowledge of the conversation."" As… https://t.co/nPypnkaEO6","['putting', 'lot', 'weight', 'phrase', 'knowledge', 'conversation']"
please hear us!! #WeWantEyewitnessSeason2,"['please', 'hear', 'us', 'wewanteyewitnessseason']"
"Turkish-backed Syrian militia remove Kurdish people, culture in north Syria: Eyewitness https://t.co/AHDALzpQZv","['turkish', 'backed', 'syrian', 'militia', 'remove', 'kurdish', 'people', 'culture', 'north', 'syria', 'eyewitness']"
"abnormally ambient eyewitness, proceeding and eighth, ensconced beside muscled residency.","['abnormally', 'ambient', 'eyewitness', 'proceeding', 'eighth', 'ensconced', 'beside', 'muscled', 'residency']"
Wouldn't want any eyewitness reports complicating the message.,"['want', 'eyewitness', 'reports', 'complicating', 'message']"
Book Review: DK Eyewitness: Cuba https://t.co/B87Q8mVpWj,"['book', 'review', 'dk', 'eyewitness', 'cuba']"
No and I never heard of people who say they are innocent and refuse to call eyewitness testimony to c… https://t.co/DhTD2WV0sw,"['never', 'heard', 'people', 'say', 'innocent', 'refuse', 'call', 'eyewitness', 'testimony', 'c']"
Breaking eyewitness footage shows elephants who were forced to participate in the cruel Chitwan Elephant… https://t.co/D7qIXPb2Pz,"['breaking', 'eyewitness', 'footage', 'shows', 'elephants', 'forced', 'participate', 'cruel', 'chitwan', 'elephant']"
"Trump has the power to end this ""never-ending charade"" by not withhold… https://t.co/0WD9EEFWm6","['trump', 'power', 'end', 'never', 'ending', 'charade', 'withhold']"
do it for philip #WeWantEyewitnessSeason2,"['philip', 'wewanteyewitnessseason']"
"lifewtr hits like eyewitness (1994-1997) on PBS or, like, on the TV in your elementary school classroom https://t.co/4XiDVrzDbq","['lifewtr', 'hits', 'like', 'eyewitness', 'pbs', 'like', 'tv', 'elementary', 'school', 'classroom']"
"There, not here: How new marijuana laws in Illinois may affect Indiana border counties | Eyewitness ... https://t.co/Q8pyPqm7zZ #cannabis","['new', 'marijuana', 'laws', 'illinois', 'may', 'affect', 'indiana', 'border', 'counties', 'eyewitness', 'cannabis']"
Australia ablaze: Up close and in your face https://t.co/p5cRnnhbdd One of today’s most respected climate scientists is …,"['australia', 'ablaze', 'close', 'face', 'one', 'today', 'respected', 'climate', 'scientists']"
"What exactly happened at the Baba Yara Sports Stadium? Our linterview with an eyewitness, Nhyira FM journalist, Owusu Bem…","['exactly', 'happened', 'baba', 'yara', 'sports', 'stadium', 'linterview', 'eyewitness', 'nhyira', 'fm', 'journalist', 'owusu', 'bem']"
"My dad, #Thaihistory’s eyewitness, as a teen studying at #SuanKularb, living at &amp; before Rajdamnoen boxing stadium was…","['dad', 'thaihistory', 'eyewitness', 'teen', 'studying', 'suankularb', 'living', 'amp', 'rajdamnoen', 'boxing', 'stadium']"
"My dad, #Thaihistory’s eyewitness, as a teen studying at #SuanKularb, living at &amp; before Rajdamnoen boxing stadium… https://t.co/EVfWtuaIVA","['dad', 'thaihistory', 'eyewitness', 'teen', 'studying', 'suankularb', 'living', 'amp', 'rajdamnoen', 'boxing', 'stadium']"
New eyewitness has stepped forward to testify. https://t.co/BiQElyoHIm,"['new', 'eyewitness', 'stepped', 'forward', 'testify']"
"I think this will belong in court then, this is not an accident. I’ve provided eyewitness accounts by thr… https://t.co/AKEzUyB7jN","['think', 'belong', 'court', 'accident', 'provided', 'eyewitness', 'accounts', 'thr']"
You look at it as a believer. You have to justify scriptu… https://t.co/xPSRzQMt1u,"['look', 'believer', 'justify', 'scriptu']"
we want to see that cave sex #WeWantEyewitnessSeason2,"['want', 'see', 'cave', 'sex', 'wewanteyewitnessseason']"
BREAKING NEWS: Four people found dead in Florida and there could be possible ties to Connecticut. The latest on tha… https://t.co/DkDS7LqagW,"['breaking', 'news', 'four', 'people', 'found', 'dead', 'florida', 'could', 'possible', 'ties', 'connecticut', 'latest', 'tha']"
A Woman Claimed She Recruited a 13-Year-Old Girl for Donald Trump and Jeffrey Epstein to Rape – Deep South Voice. Deta…,"['woman', 'claimed', 'recruited', 'year', 'old', 'girl', 'donald', 'trump', 'jeffrey', 'epstein', 'rape', 'deep', 'south', 'voice', 'deta']"
#kimmel TONIGHT: #ZachWoods and music by at 11:35 on #wftv right after Eyewitness News at… https://t.co/IEm8YqA5zp,"['kimmel', 'tonight', 'zachwoods', 'music', 'wftv', 'right', 'eyewitness', 'news']"
I ask b/c this isn’t challenged much by historians. The NT books have 1 cntry eyewitness accounts of h… https://t.co/oqwhMmYdGO,"['ask', 'b', 'c', 'challenged', 'much', 'historians', 'nt', 'books', 'cntry', 'eyewitness', 'accounts', 'h']"
Watauga County- several roads damaged from the heavy rain this weekend. The work being done today to make repairs before…,"['watauga', 'county', 'several', 'roads', 'damaged', 'heavy', 'rain', 'weekend', 'work', 'done', 'today', 'make', 'repairs']"
Watauga County- several roads damaged from the heavy rain this weekend. The work being done today to make repairs… https://t.co/pl7FXEgIaz,"['watauga', 'county', 'several', 'roads', 'damaged', 'heavy', 'rain', 'weekend', 'work', 'done', 'today', 'make', 'repairs']"
"“She was resting her head on the back of his neck and leaning into him,” an eyewitness told In Touch exclusively about J…","['resting', 'head', 'back', 'neck', 'leaning', 'eyewitness', 'told', 'touch', 'exclusively', 'j']"
Some more relevant details: https://t.co/ZCu9Yad9Y6 367 DNA exonerees to date 69%: Involved e… https://t.co/iWSRxKndSY,"['relevant', 'details', 'dna', 'exonerees', 'date', 'involved', 'e']"
Our Katie Moore had an exclusive interview with before the #CFBPlayoff. You can watch that tonight on Ey…,"['katie', 'moore', 'exclusive', 'interview', 'cfbplayoff', 'watch', 'tonight', 'ey']"
Getting rid of an eyewitness perhaps? Poor lady no doubt would be very scared.,"['getting', 'rid', 'eyewitness', 'perhaps', 'poor', 'lady', 'doubt', 'would', 'scared']"
"RT butch hartman Be fantastic on the web. I just found out my eyewitness of 60 years is a domination "" ~ Shadow the Hedgehog","['rt', 'butch', 'hartman', 'fantastic', 'web', 'found', 'eyewitness', 'years', 'domination', 'shadow', 'hedgehog']"
https://t.co/Pvel8bisjz. The latest on the investigation tonight on Eyewitness News at 11.,"['latest', 'investigation', 'tonight', 'eyewitness', 'news']"
https://t.co/Pvel8bisjz. The latest on the investigation tonight on Eyewitness News at 11.,"['latest', 'investigation', 'tonight', 'eyewitness', 'news']"
"ICYMI: Lewisburg Promotes Walk It! Bike It! https://t.co/jVnaqEPIsK (Via EYEWITNESS NEWS WBRE, WYOU)","['icymi', 'lewisburg', 'promotes', 'walk', 'bike', 'via', 'eyewitness', 'news', 'wbre', 'wyou']"
Two stories. 1) I was excited about this new turtle I'd learned about. It was an alligator snappi… https://t.co/x04hkg8ESF,"['two', 'stories', 'excited', 'new', 'turtle', 'learned', 'alligator', 'snappi']"
Listen to this eyewitness on the border: “They were the worst conditions that I’ve ever seen in the United States of Americ…,"['listen', 'eyewitness', 'border', 'worst', 'conditions', 'ever', 'seen', 'united', 'states', 'americ']"
"Her autopsy found that she was shot more than 20 times, and had both her legs broken indicating severe physical assault, l…","['autopsy', 'found', 'shot', 'times', 'legs', 'broken', 'indicating', 'severe', 'physical', 'assault', 'l']"
"Yes, that Jane Doe had a Dec 2016 court date, sworn eyewitness testimony (Tiffany Doe) and sworn fr… https://t.co/NMqc4vHT1m","['yes', 'jane', 'doe', 'dec', 'court', 'date', 'sworn', 'eyewitness', 'testimony', 'tiffany', 'doe', 'sworn', 'fr']"
Our Katie Moore had an exclusive interview with before the #CFBPlayoff. You can watch that tonight… https://t.co/CH2F6JxeZA,"['katie', 'moore', 'exclusive', 'interview', 'cfbplayoff', 'watch', 'tonight']"
Will hearts break? The truth could hurt when #TheGoodDoctor returns TONIGHT at 10 on #wftv followed by Eyewitness N… https://t.co/QvKezpPvEb,"['hearts', 'break', 'truth', 'could', 'hurt', 'thegooddoctor', 'returns', 'tonight', 'wftv', 'followed', 'eyewitness', 'n']"
Hmmm. I’ve seen eyewitness hand drawn pictures of a certain pair of brothers who were in the vicinity at th…,"['hmmm', 'seen', 'eyewitness', 'hand', 'drawn', 'pictures', 'certain', 'pair', 'brothers', 'vicinity', 'th']"
"I think about this stuff a lot, like how far an eyewitness testimony can go in our court of law, an… https://t.co/J0KpLjl4cu","['think', 'stuff', 'lot', 'like', 'far', 'eyewitness', 'testimony', 'go', 'court', 'law']"
"It wasn't rushed fake account. Donald Trump refuse to testify, he ref… https://t.co/jfdxoRQV3P","['rushed', 'fake', 'account', 'donald', 'trump', 'refuse', 'testify', 'ref']"
Get your news from overnight and weather and traffic before you head out the door in the morning! Watch Eyewitness News This Mor…,"['get', 'news', 'overnight', 'weather', 'traffic', 'head', 'door', 'morning', 'watch', 'eyewitness', 'news', 'mor']"
Get your news from overnight and weather and traffic before you head out the door in the morning! Watch Eyewitness… https://t.co/AX9cIbChuI,"['get', 'news', 'overnight', 'weather', 'traffic', 'head', 'door', 'morning', 'watch', 'eyewitness']"
"Braveheart Freedom Speech (HD) https://t.co/MRqEax6cNX via GOD SAYS SCOTLAND, IRELAND,ENGLAND TOLERATE EAC… https://t.co/mNOnQrVEsW","['braveheart', 'freedom', 'speech', 'hd', 'via', 'god', 'says', 'scotland', 'ireland', 'england', 'tolerate', 'eac']"
"In #WWI although #Iran didn't pick any side, 9 million Iranians, half the population of the country, were killed by the…","['wwi', 'although', 'iran', 'pick', 'side', 'million', 'iranians', 'half', 'population', 'country', 'killed']"
"The famine is over, fenians, why don't you go home 😤😤😤 https://t.co/RT8AGvT8TQ","['famine', 'fenians', 'go', 'home']"
"Think of it. When Pharaoh put Joseph in charge of Egypt to STORE UP ahead of time for a coming famine (Gen 41), Joseph…","['think', 'pharaoh', 'put', 'joseph', 'charge', 'egypt', 'store', 'ahead', 'time', 'coming', 'famine', 'gen', 'joseph']"
"Each financial year money is allocated for disaster management, but we still raise paybills during famine and floods #UhuruAddress","['financial', 'year', 'money', 'allocated', 'disaster', 'management', 'still', 'raise', 'paybills', 'famine', 'floods', 'uhuruaddress']"
Ex-British PM John Major shelved Famine commemoration https://t.co/upxLHrBJiR,"['ex', 'british', 'pm', 'john', 'major', 'shelved', 'famine', 'commemoration']"
#Famine #Jacob #Israel #Joseph #Egypt #Pharaoh #Moses #Redsea #Promisedland🏃🏃🏃,"['famine', 'jacob', 'israel', 'joseph', 'egypt', 'pharaoh', 'moses', 'redsea', 'promisedland']"
The way the Clinton fam uses poor black nation's disasters &amp; famine as a piggybank is disgus… https://t.co/R0kL8326T0,"['way', 'clinton', 'fam', 'uses', 'poor', 'black', 'nation', 'disasters', 'amp', 'famine', 'piggybank', 'disgus']"
"〝 ah, that’s why. We can’t let you do that. if we must destroy you then so b… https://t.co/XxMt7vISsi","['ah', 'let', 'must', 'destroy', 'b']"
"Adolf Hitler took 12 years to murder 6 million Jews. Whereas, 4 million Indians were killed in just one year only in the B…","['adolf', 'hitler', 'took', 'years', 'murder', 'million', 'jews', 'whereas', 'million', 'indians', 'killed', 'one', 'year', 'b']"
Ireland and Iran share a common link. Both countries suffered a great famine. Both countries occupied by Britain. In b…,"['ireland', 'iran', 'share', 'common', 'link', 'countries', 'suffered', 'great', 'famine', 'countries', 'occupied', 'britain', 'b']"
"Tope&amp;Bamike Oladipo Adenibuyan and all #BamTeddy fam, as the Lord favoured Joseph&amp;promoted him in the midst of famine&amp;…","['tope', 'amp', 'bamike', 'oladipo', 'adenibuyan', 'bamteddy', 'fam', 'lord', 'favoured', 'joseph', 'amp', 'promoted', 'midst', 'famine', 'amp']"
"For fuuuuull disclosure: colonialism was an awful, awful thing. The way that we treated our fellow humans, for our… https://t.co/WMg0cTj1Hz","['fuuuuull', 'disclosure', 'colonialism', 'awful', 'awful', 'thing', 'way', 'treated', 'fellow', 'humans']"
"RT #UNOCHA: RT OCHAHaiti: ‘The current food security situation is dramatic, and there is no hurricane, no earthquak… https://t.co/ISlxwciywi","['rt', 'unocha', 'rt', 'ochahaiti', 'current', 'food', 'security', 'situation', 'dramatic', 'hurricane', 'earthquak']"
